user_id,date,value
1,2022-01-01,124.84219197063086
1,2022-01-02,126.97301008374932
1,2022-01-03,110.07635857339064
1,2022-01-04,131.4632878229524
1,2022-01-05,114.12141935324365
1,2022-01-06,114.29194854919197
1,2022-01-07,124.07845747960218
1,2022-01-08,114.59733853131763
1,2022-01-09,118.76020883015352
1,2022-01-10,140.16751499345892
1,2022-01-11,119.65215092351352
1,2022-01-12,106.89509965529537
1,2022-01-13,110.53074954974662
1,2022-01-14,113.32678187183309
1,2022-01-15,117.953270313765
1,2022-01-16,113.02547609090583
1,2022-01-17,120.83241303276758
1,2022-01-18,126.97818485888007
1,2022-01-19,102.76574476787556
1,2022-01-20,113.48801586792781
1,2022-01-21,124.48499538562822
1,2022-01-22,128.12131876396373
1,2022-01-23,112.23816265499917
1,2022-01-24,120.8975484842695
1,2022-01-25,111.58152454304152
1,2022-01-26,125.4446871731322
1,2022-01-27,125.01756575305335
1,2022-01-28,118.57723756533912
1,2022-01-29,110.35389812496798
1,2022-01-30,119.56818776173847
1,2022-01-31,109.5577141342459
1,2022-02-01,119.78797384473886
1,2022-02-02,123.10415821519241
1,2022-02-03,97.86873365976068
1,2022-02-04,117.58683140251064
1,2022-02-05,111.21776174411045
1,2022-02-06,117.05766319046671
1,2022-02-07,112.4075453904288
1,2022-02-08,118.42333262926668
1,2022-02-09,120.11160647432044
1,2022-02-10,114.25289056160976
1,2022-02-11,129.37485877987731
1,2022-02-12,136.12183728376226
1,2022-02-13,114.91588632576217
1,2022-02-14,127.72528989400901
1,2022-02-15,110.5377929037181
1,2022-02-16,116.74274184851896
1,2022-02-17,119.66605811253218
1,2022-02-18,122.86478286361287
1,2022-02-19,116.7764426040742
1,2022-02-20,114.68292342169347
1,2022-02-21,132.2164471778117
1,2022-02-22,117.70405851649943
1,2022-02-23,106.10219657780351
1,2022-02-24,128.54544149579027
1,2022-02-25,130.00401033205233
1,2022-02-26,112.15031868765837
1,2022-02-27,118.02346226590407
1,2022-02-28,126.41547951612571
1,2022-03-01,114.27577880916519
1,2022-03-02,113.01676370586078
