user_id,date,value
4,2022-01-01,120.89002167245394
4,2022-01-02,107.61669211449366
4,2022-01-03,117.9598653914707
4,2022-01-04,100.39960002092721
4,2022-01-05,130.04873868351774
4,2022-01-06,117.098010426114
4,2022-01-07,116.75587351011411
4,2022-01-08,107.92408072435616
4,2022-01-09,126.06500532759367
4,2022-01-10,128.02729078483645
4,2022-01-11,98.43991296573053
4,2022-01-12,115.51192779858788
4,2022-01-13,106.29815330846091
4,2022-01-14,98.75782575860653
4,2022-01-15,114.48174236405455
4,2022-01-16,105.45687968449185
4,2022-01-17,116.25943893202752
4,2022-01-18,135.49050642310763
4,2022-01-19,117.3249225796611
4,2022-01-20,112.11351871581506
4,2022-01-21,115.24493078579815
4,2022-01-22,126.59995216857216
4,2022-01-23,123.95226852173523
4,2022-01-24,131.68382473075974
4,2022-01-25,93.63411758559882
4,2022-01-26,121.90311188485276
4,2022-01-27,116.39004550457666
4,2022-01-28,116.3740805508951
4,2022-01-29,130.73480756193518
4,2022-01-30,124.8530698097942
4,2022-01-31,105.83910085435569
4,2022-02-01,111.8910570438009
4,2022-02-02,106.72222574602246
4,2022-02-03,114.67636268501782
4,2022-02-04,112.83165641013872
4,2022-02-05,125.40055821525178
4,2022-02-06,110.56841959758277
4,2022-02-07,126.04240159890047
4,2022-02-08,111.64557457249605
4,2022-02-09,97.94873844035558
4,2022-02-10,95.18181116885239
4,2022-02-11,121.89961661416288
4,2022-02-12,115.74922232150712
4,2022-02-13,113.03560230356248
4,2022-02-14,121.19074999293474
4,2022-02-15,118.56855355539473
4,2022-02-16,132.8924344501073
4,2022-02-17,112.39526965460257
4,2022-02-18,111.8530539008579
4,2022-02-19,117.33314381039497
4,2022-02-20,107.13741857921642
4,2022-02-21,130.1478585926136
4,2022-02-22,105.59463852399564
4,2022-02-23,104.54353045758148
4,2022-02-24,110.14410025468423
4,2022-02-25,102.34651758239134
4,2022-02-26,117.45266259816789
4,2022-02-27,117.58108204290455
4,2022-02-28,120.00083665675051
4,2022-03-01,132.10138678761797
4,2022-03-02,111.51731314615184
4,2022-03-03,122.26257772714304
4,2022-03-04,102.23649412784387
4,2022-03-05,114.52340325785455
4,2022-03-06,105.56475640542145
4,2022-03-07,117.15077895993862
4,2022-03-08,145.83987868656823
4,2022-03-09,112.00453398689388
4,2022-03-10,99.91795238923338
4,2022-03-11,107.60740794249281
4,2022-03-12,120.50888143611864
4,2022-03-13,119.12593730180873
4,2022-03-14,96.59226580720096
4,2022-03-15,108.84113207970951
4,2022-03-16,116.00405645177709
4,2022-03-17,122.72031454145467
4,2022-03-18,115.80911130782422
4,2022-03-19,105.97200542203703
4,2022-03-20,109.2247826609669
4,2022-03-21,109.65230738122256
4,2022-03-22,113.58304316829152
4,2022-03-23,105.58647523031286
4,2022-03-24,132.0901186230815
4,2022-03-25,111.35671890248815
4,2022-03-26,120.806671133657
4,2022-03-27,96.16332909359318
4,2022-03-28,121.6881552812769
4,2022-03-29,94.08025612855431
4,2022-03-30,121.3593645447055
4,2022-03-31,119.56151117226402
4,2022-04-01,109.4166103931954
4,2022-04-02,103.57483273009503
4,2022-04-03,114.41908881040615
4,2022-04-04,124.23004436008871
4,2022-04-05,121.96732406853538
4,2022-04-06,88.14646452523733
4,2022-04-07,106.43554445657321
4,2022-04-08,135.2736993808657
4,2022-04-09,98.04254750886437
4,2022-04-10,128.08551119203813
24,2022-01-01,104.96585152571079
24,2022-01-02,91.50707164585526
24,2022-01-03,107.47934737014003
24,2022-01-04,107.2069678002235
24,2022-01-05,102.8662871356029
24,2022-01-06,110.97549623672012
24,2022-01-07,101.69369324075923
24,2022-01-08,106.68044277029703
24,2022-01-09,103.6157866496348
24,2022-01-10,102.50361616943526
24,2022-01-11,112.66121275805304
24,2022-01-12,98.7465273286427
24,2022-01-13,108.23688314103548
24,2022-01-14,101.11668398105927
24,2022-01-15,107.9269477283143
24,2022-01-16,101.64399018390367
24,2022-01-17,99.29428291919314
24,2022-01-18,98.86053069927219
24,2022-01-19,105.74357555545382
24,2022-01-20,97.51323045272406
24,2022-01-21,96.32808480776208
24,2022-01-22,110.32230179701934
24,2022-01-23,94.280039752747
24,2022-01-24,104.07758366906796
24,2022-01-25,110.90622466573708
24,2022-01-26,105.78338519718318
24,2022-01-27,100.11722446623821
24,2022-01-28,100.6258485709905
24,2022-01-29,110.8917152361951
24,2022-01-30,95.05709474537755
24,2022-01-31,105.8857598769988
24,2022-02-01,106.88242506973367
24,2022-02-02,98.18840133789482
24,2022-02-03,107.63360121249343
24,2022-02-04,102.41348753757846
24,2022-02-05,98.7090201107955
24,2022-02-06,95.18649111338203
24,2022-02-07,99.47989928178254
24,2022-02-08,91.34202520943501
24,2022-02-09,115.1806903392631
24,2022-02-10,98.10543050402634
24,2022-02-11,100.1240421418287
24,2022-02-12,95.95631675924997
24,2022-02-13,104.71475440734855
24,2022-02-14,103.24550636685227
24,2022-02-15,98.9404038372092
24,2022-02-16,98.81696070205504
24,2022-02-17,100.27377045168531
24,2022-02-18,94.22533632757599
24,2022-02-19,100.7600017035117
24,2022-02-20,103.22536419609574
24,2022-02-21,109.50310728388246
24,2022-02-22,106.470382794278
24,2022-02-23,103.10458710838203
24,2022-02-24,106.85107267892201
24,2022-02-25,108.39450489864477
24,2022-02-26,98.13201354385205
24,2022-02-27,106.5271664135671
24,2022-02-28,104.87307026107757
24,2022-03-01,99.37618295898203
24,2022-03-02,107.45392808203702
24,2022-03-03,100.03936800813267
24,2022-03-04,95.69815190022675
24,2022-03-05,102.61673372876503
24,2022-03-06,110.09578360872267
24,2022-03-07,96.78105634698503
24,2022-03-08,102.66586048858197
24,2022-03-09,103.47919504846577
24,2022-03-10,112.45890418134037
24,2022-03-11,104.53754759298745
24,2022-03-12,95.4856000474949
24,2022-03-13,109.02415159419724
24,2022-03-14,97.91772075704235
